invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,country,sales
554367,84836,ZINC METAL HEART DECORATION,12,2011-05-24 10:24:00,1.25,13089,United Kingdom,15.0
554368,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2011-05-24 10:33:00,1.25,13267,United Kingdom,15.0
554368,22427,ENAMEL FLOWER JUG CREAM,3,2011-05-24 10:33:00,5.95,13267,United Kingdom,17.85
554368,22630,DOLLY GIRL LUNCH BOX,12,2011-05-24 10:33:00,1.95,13267,United Kingdom,23.4
554368,23173,REGENCY TEAPOT ROSES ,2,2011-05-24 10:33:00,9.95,13267,United Kingdom,19.9
554368,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2011-05-24 10:33:00,8.95,13267,United Kingdom,17.9
554368,84978,HANGING HEART JAR T-LIGHT HOLDER,24,2011-05-24 10:33:00,1.25,13267,United Kingdom,30.0
554371,20727,LUNCH BAG  BLACK SKULL.,10,2011-05-24 10:42:00,1.65,17659,United Kingdom,16.5
554371,21231,SWEETHEART CERAMIC TRINKET BOX,12,2011-05-24 10:42:00,1.25,17659,United Kingdom,15.0
554371,21733,RED HANGING HEART T-LIGHT HOLDER,12,2011-05-24 10:42:00,2.95,17659,United Kingdom,35.400000000000006
554371,22804,CANDLEHOLDER PINK HANGING HEART,6,2011-05-24 10:42:00,2.95,17659,United Kingdom,17.700000000000003
554371,23084,RABBIT NIGHT LIGHT,24,2011-05-24 10:42:00,1.79,17659,United Kingdom,42.96
554371,23207,LUNCH BAG ALPHABET DESIGN,20,2011-05-24 10:42:00,1.65,17659,United Kingdom,33.0
554371,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,96,2011-05-24 10:42:00,0.29,17659,United Kingdom,27.839999999999996
554371,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-05-24 10:42:00,2.95,17659,United Kingdom,17.700000000000003
554372,21733,RED HANGING HEART T-LIGHT HOLDER,6,2011-05-24 10:50:00,2.95,13842,United Kingdom,17.700000000000003
554372,22147,FELTCRAFT BUTTERFLY HEARTS,12,2011-05-24 10:50:00,1.45,13842,United Kingdom,17.4
554372,22423,REGENCY CAKESTAND 3 TIER,1,2011-05-24 10:50:00,12.75,13842,United Kingdom,12.75
554372,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-05-24 10:50:00,2.95,13842,United Kingdom,17.700000000000003
554372,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,2011-05-24 10:50:00,0.85,13842,United Kingdom,10.2
554372,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-05-24 10:50:00,2.55,13842,United Kingdom,15.299999999999999
554375,22624,IVORY KITCHEN SCALES,2,2011-05-24 11:29:00,8.5,18044,United Kingdom,17.0
554375,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-05-24 11:29:00,1.45,18044,United Kingdom,17.4
554375,22998,TRAVEL CARD WALLET KEEP CALM,24,2011-05-24 11:29:00,0.42,18044,United Kingdom,10.08
554375,23173,REGENCY TEAPOT ROSES ,2,2011-05-24 11:29:00,9.95,18044,United Kingdom,19.9
554376,20723,STRAWBERRY CHARLOTTE BAG,3,2011-05-24 11:31:00,0.85,15719,United Kingdom,2.55
554376,20724,RED RETROSPOT CHARLOTTE BAG,3,2011-05-24 11:31:00,0.85,15719,United Kingdom,2.55
554376,20726,LUNCH BAG WOODLAND,1,2011-05-24 11:31:00,1.65,15719,United Kingdom,1.65
554376,20728,LUNCH BAG CARS BLUE,1,2011-05-24 11:31:00,1.65,15719,United Kingdom,1.65
554376,21155,RED RETROSPOT PEG BAG,1,2011-05-24 11:31:00,2.55,15719,United Kingdom,2.55
554376,21174,POTTERING IN THE SHED METAL SIGN,2,2011-05-24 11:31:00,2.08,15719,United Kingdom,4.16
554376,21523,DOORMAT FANCY FONT HOME SWEET HOME,1,2011-05-24 11:31:00,7.95,15719,United Kingdom,7.95
554376,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,4,2011-05-24 11:31:00,2.08,15719,United Kingdom,8.32
554376,21929,JUMBO BAG PINK VINTAGE PAISLEY,3,2011-05-24 11:31:00,2.08,15719,United Kingdom,6.24
554376,21930,JUMBO STORAGE BAG SKULLS,1,2011-05-24 11:31:00,2.08,15719,United Kingdom,2.08
554376,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2011-05-24 11:31:00,1.25,15719,United Kingdom,15.0
554376,22355,CHARLOTTE BAG SUKI DESIGN,3,2011-05-24 11:31:00,0.85,15719,United Kingdom,2.55
554376,22356,CHARLOTTE BAG PINK POLKADOT,2,2011-05-24 11:31:00,0.85,15719,United Kingdom,1.7
554376,22379,RECYCLING BAG RETROSPOT ,2,2011-05-24 11:31:00,2.1,15719,United Kingdom,4.2
554376,22383,LUNCH BAG SUKI DESIGN ,2,2011-05-24 11:31:00,1.65,15719,United Kingdom,3.3
554376,22384,LUNCH BAG PINK POLKADOT,2,2011-05-24 11:31:00,1.65,15719,United Kingdom,3.3
554376,22385,JUMBO BAG SPACEBOY DESIGN,1,2011-05-24 11:31:00,2.08,15719,United Kingdom,2.08
554376,22386,JUMBO BAG PINK POLKADOT,5,2011-05-24 11:31:00,2.08,15719,United Kingdom,10.4
554376,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,2011-05-24 11:31:00,2.08,15719,United Kingdom,4.16
554376,22551,PLASTERS IN TIN SPACEBOY,2,2011-05-24 11:31:00,1.65,15719,United Kingdom,3.3
554376,22553,PLASTERS IN TIN SKULLS,2,2011-05-24 11:31:00,1.65,15719,United Kingdom,3.3
554376,22554,PLASTERS IN TIN WOODLAND ANIMALS,1,2011-05-24 11:31:00,1.65,15719,United Kingdom,1.65
554376,22722,SET OF 6 SPICE TINS PANTRY DESIGN,2,2011-05-24 11:31:00,3.95,15719,United Kingdom,7.9
554376,22722,SET OF 6 SPICE TINS PANTRY DESIGN,1,2011-05-24 11:31:00,3.95,15719,United Kingdom,3.95
554376,22766,PHOTO FRAME CORNICE,1,2011-05-24 11:31:00,2.95,15719,United Kingdom,2.95
554376,22960,JAM MAKING SET WITH JARS,1,2011-05-24 11:31:00,4.25,15719,United Kingdom,4.25
554376,22993,SET OF 4 PANTRY JELLY MOULDS,2,2011-05-24 11:31:00,1.25,15719,United Kingdom,2.5
554376,23199,JUMBO BAG APPLES,8,2011-05-24 11:31:00,2.08,15719,United Kingdom,16.64
554376,23200,JUMBO BAG PEARS,2,2011-05-24 11:31:00,2.08,15719,United Kingdom,4.16
554376,23201,JUMBO BAG ALPHABET,1,2011-05-24 11:31:00,2.08,15719,United Kingdom,2.08
554376,23201,JUMBO BAG ALPHABET,4,2011-05-24 11:31:00,2.08,15719,United Kingdom,8.32
554376,23202,JUMBO BAG VINTAGE LEAF,1,2011-05-24 11:31:00,2.08,15719,United Kingdom,2.08
554376,23203,JUMBO BAG DOILEY PATTERNS,8,2011-05-24 11:31:00,2.08,15719,United Kingdom,16.64
554376,23204,CHARLOTTE BAG APPLES DESIGN,4,2011-05-24 11:31:00,0.85,15719,United Kingdom,3.4
554376,23206,LUNCH BAG APPLE DESIGN,2,2011-05-24 11:31:00,1.65,15719,United Kingdom,3.3
554376,23209,LUNCH BAG DOILEY PATTERN ,3,2011-05-24 11:31:00,1.65,15719,United Kingdom,4.949999999999999
554376,23284,DOORMAT KEEP CALM AND COME IN,2,2011-05-24 11:31:00,7.95,15719,United Kingdom,15.9
554376,23298,SPOTTY BUNTING,3,2011-05-24 11:31:00,4.95,15719,United Kingdom,14.850000000000001
554376,82482,WOODEN PICTURE FRAME WHITE FINISH,3,2011-05-24 11:31:00,2.55,15719,United Kingdom,7.6499999999999995
554376,82583,HOT BATHS METAL SIGN,2,2011-05-24 11:31:00,2.1,15719,United Kingdom,4.2
554376,84378,SET OF 3 HEART COOKIE CUTTERS,1,2011-05-24 11:31:00,1.25,15719,United Kingdom,1.25
554376,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,2,2011-05-24 11:31:00,1.25,15719,United Kingdom,2.5
554376,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,3,2011-05-24 11:31:00,0.42,15719,United Kingdom,1.26
554376,84836,ZINC METAL HEART DECORATION,3,2011-05-24 11:31:00,1.25,15719,United Kingdom,3.75
554376,84978,HANGING HEART JAR T-LIGHT HOLDER,6,2011-05-24 11:31:00,1.25,15719,United Kingdom,7.5
554376,85099B,JUMBO BAG RED RETROSPOT,12,2011-05-24 11:31:00,2.08,15719,United Kingdom,24.96
554376,85099C,JUMBO  BAG BAROQUE BLACK WHITE,3,2011-05-24 11:31:00,2.08,15719,United Kingdom,6.24
554376,85099F,JUMBO BAG STRAWBERRY,5,2011-05-24 11:31:00,2.08,15719,United Kingdom,10.4
554376,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-05-24 11:31:00,2.95,15719,United Kingdom,11.8
554376,85152,HAND OVER THE CHOCOLATE   SIGN ,2,2011-05-24 11:31:00,2.1,15719,United Kingdom,4.2
554382,20728,LUNCH BAG CARS BLUE,10,2011-05-24 11:55:00,1.65,17365,United Kingdom,16.5
554382,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,2011-05-24 11:55:00,0.85,17365,United Kingdom,0.85
554382,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,8,2011-05-24 11:55:00,0.85,17365,United Kingdom,6.8
554382,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,4,2011-05-24 11:55:00,2.55,17365,United Kingdom,10.2
554382,21889,WOODEN BOX OF DOMINOES,1,2011-05-24 11:55:00,1.25,17365,United Kingdom,1.25
554382,22090,PAPER BUNTING RETROSPOT,6,2011-05-24 11:55:00,2.95,17365,United Kingdom,17.700000000000003
554382,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-05-24 11:55:00,4.95,17365,United Kingdom,14.850000000000001
554382,22551,PLASTERS IN TIN SPACEBOY,2,2011-05-24 11:55:00,1.65,17365,United Kingdom,3.3
554382,22555,PLASTERS IN TIN STRONGMAN,5,2011-05-24 11:55:00,1.65,17365,United Kingdom,8.25
554382,22556,PLASTERS IN TIN CIRCUS PARADE ,5,2011-05-24 11:55:00,1.65,17365,United Kingdom,8.25
554382,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-05-24 11:55:00,2.95,17365,United Kingdom,17.700000000000003
554382,23301,GARDENERS KNEELING PAD KEEP CALM ,1,2011-05-24 11:55:00,1.65,17365,United Kingdom,1.65
554382,23301,GARDENERS KNEELING PAD KEEP CALM ,1,2011-05-24 11:55:00,1.65,17365,United Kingdom,1.65
554382,84997D,CHILDRENS CUTLERY POLKADOT PINK,3,2011-05-24 11:55:00,4.15,17365,United Kingdom,12.450000000000001
554392,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2011-05-24 12:04:00,0.55,14534,United Kingdom,0.55
554392,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,2,2011-05-24 12:04:00,2.55,14534,United Kingdom,5.1
554392,21621,VINTAGE UNION JACK BUNTING,10,2011-05-24 12:04:00,8.5,14534,United Kingdom,85.0
554392,21975,PACK OF 60 DINOSAUR CAKE CASES,2,2011-05-24 12:04:00,0.55,14534,United Kingdom,1.1
554392,22469,HEART OF WICKER SMALL,2,2011-05-24 12:04:00,1.65,14534,United Kingdom,3.3
554392,22907,PACK OF 20 NAPKINS PANTRY DESIGN,2,2011-05-24 12:04:00,0.85,14534,United Kingdom,1.7
554392,23300,GARDENERS KNEELING PAD CUP OF TEA ,2,2011-05-24 12:04:00,1.65,14534,United Kingdom,3.3
554392,23301,GARDENERS KNEELING PAD KEEP CALM ,1,2011-05-24 12:04:00,1.65,14534,United Kingdom,1.65
554392,71459,HANGING JAM JAR T-LIGHT HOLDER,12,2011-05-24 12:04:00,0.85,14534,United Kingdom,10.2
554392,84991,60 TEATIME FAIRY CAKE CASES,2,2011-05-24 12:04:00,0.55,14534,United Kingdom,1.1
554392,85099F,JUMBO BAG STRAWBERRY,10,2011-05-24 12:04:00,2.08,14534,United Kingdom,20.8
554424,21929,JUMBO BAG PINK VINTAGE PAISLEY,4,2011-05-24 12:14:00,2.08,14527,United Kingdom,8.32
554424,22111,SCOTTIE DOG HOT WATER BOTTLE,1,2011-05-24 12:14:00,4.95,14527,United Kingdom,4.95
554424,23298,SPOTTY BUNTING,4,2011-05-24 12:14:00,4.95,14527,United Kingdom,19.8
554424,47591D,PINK FAIRY CAKE CHILDRENS APRON,2,2011-05-24 12:14:00,1.95,14527,United Kingdom,3.9
554424,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,2011-05-24 12:14:00,7.95,14527,United Kingdom,15.9
554424,85152,HAND OVER THE CHOCOLATE   SIGN ,2,2011-05-24 12:14:00,2.1,14527,United Kingdom,4.2
554465,21155,RED RETROSPOT PEG BAG,6,2011-05-24 12:36:00,2.55,13534,United Kingdom,15.299999999999999
554465,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-05-24 12:36:00,2.08,13534,United Kingdom,20.8
554465,22355,CHARLOTTE BAG SUKI DESIGN,10,2011-05-24 12:36:00,0.85,13534,United Kingdom,8.5
554465,22383,LUNCH BAG SUKI DESIGN ,10,2011-05-24 12:36:00,1.65,13534,United Kingdom,16.5
554465,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2011-05-24 12:36:00,2.08,13534,United Kingdom,20.8
554465,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2011-05-24 12:36:00,1.65,13534,United Kingdom,16.5
554465,23199,JUMBO BAG APPLES,10,2011-05-24 12:36:00,2.08,13534,United Kingdom,20.8
554465,23206,LUNCH BAG APPLE DESIGN,10,2011-05-24 12:36:00,1.65,13534,United Kingdom,16.5
554465,23298,SPOTTY BUNTING,3,2011-05-24 12:36:00,4.95,13534,United Kingdom,14.850000000000001
554465,48187,DOORMAT NEW ENGLAND,2,2011-05-24 12:36:00,7.95,13534,United Kingdom,15.9
554465,85099B,JUMBO BAG RED RETROSPOT,10,2011-05-24 12:36:00,2.08,13534,United Kingdom,20.8
554465,85099F,JUMBO BAG STRAWBERRY,10,2011-05-24 12:36:00,2.08,13534,United Kingdom,20.8
554484,22469,HEART OF WICKER SMALL,120,2011-05-24 13:02:00,1.45,13854,United Kingdom,174.0
554484,22487,WHITE WOOD GARDEN PLANT LADDER,4,2011-05-24 13:02:00,8.5,13854,United Kingdom,34.0
554484,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-05-24 13:02:00,1.69,13854,United Kingdom,13.52
554487,21165,BEWARE OF THE CAT METAL SIGN ,2,2011-05-24 13:27:00,1.69,16919,United Kingdom,3.38
554487,21524,DOORMAT SPOTTY HOME SWEET HOME,1,2011-05-24 13:27:00,7.95,16919,United Kingdom,7.95
554487,21908,CHOCOLATE THIS WAY METAL SIGN,2,2011-05-24 13:27:00,2.1,16919,United Kingdom,4.2
554487,22355,CHARLOTTE BAG SUKI DESIGN,2,2011-05-24 13:27:00,0.85,16919,United Kingdom,1.7
554487,22998,TRAVEL CARD WALLET KEEP CALM,6,2011-05-24 13:27:00,0.42,16919,United Kingdom,2.52
554487,23284,DOORMAT KEEP CALM AND COME IN,2,2011-05-24 13:27:00,7.95,16919,United Kingdom,15.9
554487,47591D,PINK FAIRY CAKE CHILDRENS APRON,2,2011-05-24 13:27:00,1.95,16919,United Kingdom,3.9
554487,48184,DOORMAT ENGLISH ROSE ,1,2011-05-24 13:27:00,7.95,16919,United Kingdom,7.95
554487,48187,DOORMAT NEW ENGLAND,3,2011-05-24 13:27:00,7.95,16919,United Kingdom,23.85
554487,48194,DOORMAT HEARTS,2,2011-05-24 13:27:00,7.95,16919,United Kingdom,15.9
554491,20727,LUNCH BAG  BLACK SKULL.,2,2011-05-24 13:50:00,1.65,14606,United Kingdom,3.3
554491,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,2011-05-24 13:50:00,1.25,14606,United Kingdom,15.0
554491,21891,TRADITIONAL WOODEN SKIPPING ROPE,1,2011-05-24 13:50:00,1.45,14606,United Kingdom,1.45
554491,22090,PAPER BUNTING RETROSPOT,1,2011-05-24 13:50:00,2.95,14606,United Kingdom,2.95
554491,22804,CANDLEHOLDER PINK HANGING HEART,1,2011-05-24 13:50:00,2.95,14606,United Kingdom,2.95
554491,84378,SET OF 3 HEART COOKIE CUTTERS,1,2011-05-24 13:50:00,1.25,14606,United Kingdom,1.25
554491,84692,BOX OF 24 COCKTAIL PARASOLS,1,2011-05-24 13:50:00,0.42,14606,United Kingdom,0.42
554504,20749,ASSORTED COLOUR MINI CASES,2,2011-05-24 15:13:00,7.95,17719,United Kingdom,15.9
554504,22077,6 RIBBONS RUSTIC CHARM,12,2011-05-24 15:13:00,1.65,17719,United Kingdom,19.799999999999997
554504,22191,IVORY DINER WALL CLOCK,4,2011-05-24 15:13:00,8.5,17719,United Kingdom,34.0
554504,22727,ALARM CLOCK BAKELIKE RED ,4,2011-05-24 15:13:00,3.75,17719,United Kingdom,15.0
554504,22728,ALARM CLOCK BAKELIKE PINK,4,2011-05-24 15:13:00,3.75,17719,United Kingdom,15.0
554504,22730,ALARM CLOCK BAKELIKE IVORY,4,2011-05-24 15:13:00,3.75,17719,United Kingdom,15.0
554507,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-05-24 15:29:00,0.55,15513,United Kingdom,13.200000000000001
554507,21213,PACK OF 72 SKULL CAKE CASES,24,2011-05-24 15:29:00,0.55,15513,United Kingdom,13.200000000000001
554507,22083,PAPER CHAIN KIT RETROSPOT,12,2011-05-24 15:29:00,2.95,15513,United Kingdom,35.400000000000006
554507,22090,PAPER BUNTING RETROSPOT,24,2011-05-24 15:29:00,2.95,15513,United Kingdom,70.80000000000001
554507,22197,SMALL POPCORN HOLDER,12,2011-05-24 15:29:00,0.85,15513,United Kingdom,10.2
554510,85066,CREAM SWEETHEART MINI CHEST,6,2011-05-24 15:51:00,10.95,17389,United Kingdom,65.69999999999999
554513,22417,PACK OF 60 SPACEBOY CAKE CASES,24,2011-05-24 15:56:00,0.55,14057,United Kingdom,13.200000000000001
554513,22616,PACK OF 12 LONDON TISSUES ,48,2011-05-24 15:56:00,0.29,14057,United Kingdom,13.919999999999998
554513,22630,DOLLY GIRL LUNCH BOX,24,2011-05-24 15:56:00,1.95,14057,United Kingdom,46.8
554513,22659,LUNCH BOX I LOVE LONDON,24,2011-05-24 15:56:00,1.95,14057,United Kingdom,46.8
554513,22900, SET 2 TEA TOWELS I LOVE LONDON ,18,2011-05-24 15:56:00,3.25,14057,United Kingdom,58.5
554513,22951,60 CAKE CASES DOLLY GIRL DESIGN,24,2011-05-24 15:56:00,0.55,14057,United Kingdom,13.200000000000001
554513,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-05-24 15:56:00,1.25,14057,United Kingdom,15.0
554513,23199,JUMBO BAG APPLES,10,2011-05-24 15:56:00,2.08,14057,United Kingdom,20.8
554513,23200,JUMBO BAG PEARS,10,2011-05-24 15:56:00,2.08,14057,United Kingdom,20.8
554513,23201,JUMBO BAG ALPHABET,20,2011-05-24 15:56:00,2.08,14057,United Kingdom,41.6
554520,20724,RED RETROSPOT CHARLOTTE BAG,1,2011-05-24 17:03:00,0.85,17841,United Kingdom,0.85
554520,20728,LUNCH BAG CARS BLUE,1,2011-05-24 17:03:00,1.65,17841,United Kingdom,1.65
554520,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,1,2011-05-24 17:03:00,2.55,17841,United Kingdom,2.55
554520,21755,LOVE BUILDING BLOCK WORD,1,2011-05-24 17:03:00,5.95,17841,United Kingdom,5.95
554520,22090,PAPER BUNTING RETROSPOT,1,2011-05-24 17:03:00,2.95,17841,United Kingdom,2.95
554520,22355,CHARLOTTE BAG SUKI DESIGN,1,2011-05-24 17:03:00,0.85,17841,United Kingdom,0.85
554520,22356,CHARLOTTE BAG PINK POLKADOT,4,2011-05-24 17:03:00,0.85,17841,United Kingdom,3.4
554520,22383,LUNCH BAG SUKI DESIGN ,1,2011-05-24 17:03:00,1.65,17841,United Kingdom,1.65
554520,22384,LUNCH BAG PINK POLKADOT,1,2011-05-24 17:03:00,1.65,17841,United Kingdom,1.65
554520,22467,GUMBALL COAT RACK,1,2011-05-24 17:03:00,2.55,17841,United Kingdom,2.55
554520,22907,PACK OF 20 NAPKINS PANTRY DESIGN,1,2011-05-24 17:03:00,0.85,17841,United Kingdom,0.85
554520,22998,TRAVEL CARD WALLET KEEP CALM,1,2011-05-24 17:03:00,0.42,17841,United Kingdom,0.42
554520,23205,CHARLOTTE BAG VINTAGE ALPHABET ,1,2011-05-24 17:03:00,0.85,17841,United Kingdom,0.85
554520,23206,LUNCH BAG APPLE DESIGN,1,2011-05-24 17:03:00,1.65,17841,United Kingdom,1.65
554520,23300,GARDENERS KNEELING PAD CUP OF TEA ,1,2011-05-24 17:03:00,1.65,17841,United Kingdom,1.65
554542,21314,SMALL GLASS HEART TRINKET POT,8,2011-05-25 08:32:00,2.1,15194,United Kingdom,16.8
554542,22147,FELTCRAFT BUTTERFLY HEARTS,12,2011-05-25 08:32:00,1.45,15194,United Kingdom,17.4
554542,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2011-05-25 08:32:00,2.1,15194,United Kingdom,12.600000000000001
554542,22961,JAM MAKING SET PRINTED,12,2011-05-25 08:32:00,1.45,15194,United Kingdom,17.4
554542,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-05-25 08:32:00,1.25,15194,United Kingdom,15.0
554542,23173,REGENCY TEAPOT ROSES ,2,2011-05-25 08:32:00,9.95,15194,United Kingdom,19.9
554542,23301,GARDENERS KNEELING PAD KEEP CALM ,12,2011-05-25 08:32:00,1.65,15194,United Kingdom,19.799999999999997
554542,84978,HANGING HEART JAR T-LIGHT HOLDER,36,2011-05-25 08:32:00,1.06,15194,United Kingdom,38.160000000000004
554545,22629,SPACEBOY LUNCH BOX ,12,2011-05-25 09:35:00,1.95,13102,United Kingdom,23.4
554545,22630,DOLLY GIRL LUNCH BOX,12,2011-05-25 09:35:00,1.95,13102,United Kingdom,23.4
554545,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-05-25 09:35:00,1.25,13102,United Kingdom,15.0
554545,23084,RABBIT NIGHT LIGHT,12,2011-05-25 09:35:00,2.08,13102,United Kingdom,24.96
554545,71459,HANGING JAM JAR T-LIGHT HOLDER,24,2011-05-25 09:35:00,0.85,13102,United Kingdom,20.4
554547,23084,RABBIT NIGHT LIGHT,12,2011-05-25 09:37:00,2.08,13102,United Kingdom,24.96
554549,21136,PAINTED METAL PEARS ASSORTED,24,2011-05-25 09:57:00,1.69,12747,United Kingdom,40.56
554549,22427,ENAMEL FLOWER JUG CREAM,3,2011-05-25 09:57:00,5.95,12747,United Kingdom,17.85
554549,22469,HEART OF WICKER SMALL,12,2011-05-25 09:57:00,1.65,12747,United Kingdom,19.799999999999997
554549,71459,HANGING JAM JAR T-LIGHT HOLDER,24,2011-05-25 09:57:00,0.85,12747,United Kingdom,20.4
554549,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2011-05-25 09:57:00,8.95,12747,United Kingdom,17.9
554549,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-05-25 09:57:00,1.69,12747,United Kingdom,27.04
554552,20712,JUMBO BAG WOODLAND ANIMALS,100,2011-05-25 09:58:00,1.79,13694,United Kingdom,179.0
554552,21929,JUMBO BAG PINK VINTAGE PAISLEY,100,2011-05-25 09:58:00,1.79,13694,United Kingdom,179.0
554552,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,100,2011-05-25 09:58:00,1.79,13694,United Kingdom,179.0
554552,23200,JUMBO BAG PEARS,200,2011-05-25 09:58:00,1.79,13694,United Kingdom,358.0
554552,23202,JUMBO BAG VINTAGE LEAF,200,2011-05-25 09:58:00,1.79,13694,United Kingdom,358.0
554552,85099B,JUMBO BAG RED RETROSPOT,200,2011-05-25 09:58:00,1.79,13694,United Kingdom,358.0
554552,85099F,JUMBO BAG STRAWBERRY,200,2011-05-25 09:58:00,1.79,13694,United Kingdom,358.0
554554,23300,GARDENERS KNEELING PAD CUP OF TEA ,96,2011-05-25 10:02:00,1.45,13694,United Kingdom,139.2
554554,23301,GARDENERS KNEELING PAD KEEP CALM ,48,2011-05-25 10:02:00,1.45,13694,United Kingdom,69.6
554555,22423,REGENCY CAKESTAND 3 TIER,4,2011-05-25 10:08:00,12.75,12437,France,51.0
554555,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2011-05-25 10:08:00,1.65,12437,France,19.799999999999997
554555,22776,SWEETHEART CAKESTAND 3 TIER,2,2011-05-25 10:08:00,9.95,12437,France,19.9
554555,POST,POSTAGE,2,2011-05-25 10:08:00,18.0,12437,France,36.0
554556,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,32,2011-05-25 10:11:00,2.55,13098,United Kingdom,81.6
554556,21936,RED RETROSPOT PICNIC BAG,15,2011-05-25 10:11:00,2.95,13098,United Kingdom,44.25
554556,22382,LUNCH BAG SPACEBOY DESIGN ,20,2011-05-25 10:11:00,1.65,13098,United Kingdom,33.0
554556,23208,LUNCH BAG VINTAGE LEAF DESIGN,20,2011-05-25 10:11:00,1.65,13098,United Kingdom,33.0
554556,23209,LUNCH BAG DOILEY PATTERN ,20,2011-05-25 10:11:00,1.65,13098,United Kingdom,33.0
554556,71459,HANGING JAM JAR T-LIGHT HOLDER,192,2011-05-25 10:11:00,0.72,13098,United Kingdom,138.24
554556,84692,BOX OF 24 COCKTAIL PARASOLS,50,2011-05-25 10:11:00,0.42,13098,United Kingdom,21.0
554557,21136,PAINTED METAL PEARS ASSORTED,8,2011-05-25 10:12:00,1.69,15804,United Kingdom,13.52
554557,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2011-05-25 10:12:00,1.25,15804,United Kingdom,15.0
554557,22423,REGENCY CAKESTAND 3 TIER,1,2011-05-25 10:12:00,12.75,15804,United Kingdom,12.75
554557,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-05-25 10:12:00,2.95,15804,United Kingdom,17.700000000000003
554557,22698,PINK REGENCY TEACUP AND SAUCER,6,2011-05-25 10:12:00,2.95,15804,United Kingdom,17.700000000000003
554557,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-05-25 10:12:00,2.95,15804,United Kingdom,17.700000000000003
554557,23108,SET OF 10 LED DOLLY LIGHTS,2,2011-05-25 10:12:00,6.25,15804,United Kingdom,12.5
554557,23173,REGENCY TEAPOT ROSES ,2,2011-05-25 10:12:00,9.95,15804,United Kingdom,19.9
554557,23298,SPOTTY BUNTING,3,2011-05-25 10:12:00,4.95,15804,United Kingdom,14.850000000000001
554557,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2011-05-25 10:12:00,0.29,15804,United Kingdom,13.919999999999998
554557,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-05-25 10:12:00,1.69,15804,United Kingdom,13.52
554557,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2011-05-25 10:12:00,1.25,15804,United Kingdom,15.0
554579,20726,LUNCH BAG WOODLAND,10,2011-05-25 10:56:00,1.65,18229,United Kingdom,16.5
554579,23205,CHARLOTTE BAG VINTAGE ALPHABET ,10,2011-05-25 10:56:00,0.85,18229,United Kingdom,8.5
554579,23206,LUNCH BAG APPLE DESIGN,10,2011-05-25 10:56:00,1.65,18229,United Kingdom,16.5
554579,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,2011-05-25 10:56:00,1.65,18229,United Kingdom,16.5
554598,20725,LUNCH BAG RED RETROSPOT,2,2011-05-25 11:12:00,1.65,13263,United Kingdom,3.3
554598,20728,LUNCH BAG CARS BLUE,1,2011-05-25 11:12:00,1.65,13263,United Kingdom,1.65
